LevelId,Filename,Area_Name,Name,Pos,Rotate,DestinationLevel,Type
,level_002,,MHPlayerSpawnPoint1_random,"1000.2012,341.11377,125.19296","0.82903749,0,0,0.55919302",,MHPlayerSpawnPoint
,level_002,,100251_STrigger_3,"977.55945,976.14178,117.5779",,0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint5,"320.66428,297.08063,358","0.017452389,0,0,0.99984771",,MHPlayerSpawnPoint
,level_002,,DM_100253_STrigger4,"989.1507,1000.9354,117.57923",,0,ProximityTrigger
,level_002,,100294_R1_Trigger,"991.28455,335.22372,127.1875",,0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint8,"313.99857,232.07149,358.00623","0.48480961,0,0,0.87461972",,MHPlayerSpawnPoint
,level_002,,MHPlayerSpawnPoint3_random,"1484.0142,885.45129,320.75","0.97992474,-0,0,-0.19936784",,MHPlayerSpawnPoint
,level_002,,ProximityTrigger7,"1597.3711,1634.7404,158.82227",,0,ProximityTrigger
,level_002,,DM_Guard_Area,"310.05362,227.5954,358",,0,ProximityTrigger
,level_002,,ProximityTrigger9,"993.71796,320.34229,127.22861",,0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint16,"1409.6608,953.66937,321.33481","-0.32556808,0,0,0.94551861",,MHPlayerSpawnPoint
,level_002,,ProximityTrigger3,"304.21356,248.30566,373.55127",,0,ProximityTrigger
,level_002,,Guide_R2_1,"280.69275,203.03923,360.09915","0.98628557,0,0,0.16504763",0,ProximityTrigger
,level_002,,Guide_R2_2,"321.9447,295.22525,360.09915","0.98628557,0,0,0.16504763",0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint2_random,"302.09982,271.37076,358","0.18223546,0,0,0.98325491",,MHPlayerSpawnPoint
,level_002,,MHPlayerSpawnPoint10,"281.54102,203.03264,357.80954","0.90630776,0,0,-0.42261836",,MHPlayerSpawnPoint
,level_002,,MHPlayerSpawnPoint5-C,"1663.4626,306.17178,205.375","0.99144483,0,0,0.13052627",,MHPlayerSpawnPoint
,level_002,,Quest_100298_Triiger3,"1005.2609,970.1825,127.07579","0.95371699,0,0,-0.30070573",0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint5_random,"963.78613,984.84521,117.57791","0.7547096,0,0,-0.65605897",,MHPlayerSpawnPoint
,level_002,,ProximityTrigger4,"1448.6761,892.47729,337.38229",,0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint7,"1419.4675,892.89319,320.85098","0.87881714,0,0,-0.47715876",,MHPlayerSpawnPoint
,level_002,,MHPlayerSpawnPoint6_random,"322.58368,1010.0844,156","0.24192192,0,0,0.97029573",,MHPlayerSpawnPoint
,level_002,,MHPlayerSpawnPoint18,"982.5401,365.91705,124.625","-0.043619413,0,0,0.99904823",,MHPlayerSpawnPoint
,level_002,,Guide_R2_3,"312.96378,232.05795,360.09915","0.98628557,0,0,0.16504763",0,ProximityTrigger
,level_002,,DM_100253_STrigger1,"970.83875,987.76501,117.51788",,0,ProximityTrigger
,level_002,,100251_STrigger_4,"948.57086,985.9574,117.5779",,0,ProximityTrigger
,level_002,,ProximityTrigger2,"987.90009,335.51239,137.15129",,0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint7_random,"1632.606,1629.8833,142.625","0.8571673,0,0,0.51503807",,MHPlayerSpawnPoint
,level_002,,100251_STrigger_1,"967.27185,984.86383,117.5779",,0,ProximityTrigger
,level_002,,100294_R3_Trigger,"1451.2351,898.26691,323.17322",,0,ProximityTrigger
,level_002,,DM_100253_STrigger5,"958.4389,998.64563,117.55039",,0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint15,"1578.2771,1610.1555,142.73795","0.96814764,0,0,-0.25038001",,MHPlayerSpawnPoint
,level_002,,100251_STrigger_2,"975.40039,987.17297,117.5779",,0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint4_random,"1461.259,952.21826,320.75","0.75470954,0,0,0.65605909",,MHPlayerSpawnPoint
,level_002,,100294_R2_Trigger,"294.69202,258.06555,360.40573",,0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint11,"991.81616,1007.6465,117.5779","0.35836789,0,0,0.93358046",,MHPlayerSpawnPoint
,level_002,,100251_STrigger_6,"961.22229,993.20593,117.5779",,0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint6,"1010.3438,323.38254,127.09091","0.55919278,0,0,0.82903773",,MHPlayerSpawnPoint
,level_002,,Quest_100298_Triiger1,"997.84192,1012.8955,122.71757","0.91706008,0,0,-0.39874914",0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint2,"991.28113,298.02991,124.59054","0.99026805,0,0,-0.13917311",,MHPlayerSpawnPoint
,level_002,,MHPlayerSpawnPoint17,"1461.8577,834.8266,320.75",,,MHPlayerSpawnPoint
,level_002,,DM_100253_STrigger2,"1003.2286,978.70715,117.53955",,0,ProximityTrigger
,level_002,,ProximityTrigger_showall,"1681.2148,346.94119,207.35907","0.95630473,0,0,0.29237172",0,ProximityTrigger
,level_002,,DM_100253_STrigger6,"982.02148,979.2326,117.54353",,0,ProximityTrigger
,level_002,,RegionTrigger_A3,"1454.6642,905.84753,323.03418","0.97437006,0,0,0.22495095",0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint3,"1665.2522,367.1514,204.25","-0.052335974,0,0,0.99862951",,MHPlayerSpawnPoint
,level_003,,ProximityTrigger3,"1359.9435,774.33209,64.309998","0.99904823,0,0,0.043619383",0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint_7-4,"2975.7983,3405.0061,64.300278","-0.36650106,0,0,0.93041766",,MHPlayerSpawnPoint
,level_003,,Sub_Tirgger_1,"3446.0991,808.06732,87.602463",,0,ProximityTrigger
,level_003,,Area7Trigger,"1356.0164,650.7373,51.4375","0.99144489,0,0,0.13052617",0,ProximityTrigger
,level_003,,Proximityarea5,"680.80701,3157.0156,84.085251",,0,ProximityTrigger
,level_003,,ProximityTrigger2,"3005.8616,3400.8696,65.016319",,0,ProximityTrigger
,level_003,,Spawn_Start_1,"1328.89,685.14612,51.03426",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint27,"696.28735,3151.97,84.23204","0.64278752,0,0,0.76604456",,MHPlayerSpawnPoint
,level_003,,100390_Region7_Trigger,"1328.985,685.12842,51.034302",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint22,"1313.9622,662.04993,48.9375","0.12186933,0,0,0.99254614",,MHPlayerSpawnPoint
,level_003,,MHPlayerSpawnPoint17_7-3,"478.65787,1928.014,35.819511","0.69465834,0,0,-0.71933985",,MHPlayerSpawnPoint
,level_003,,CatHandCartPoint,"812.7724,3172.9319,93.754784","0.96592581,0,0,0.25881907",,MHPlayerSpawnPoint
,level_003,,ProximityTrigger1,"1318.0791,666.12219,50.355988","0.97814763,0,0,0.2079117",0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint30_2-3,"537.50775,1963.1769,36.074364","0.19936794,0,0,0.97992468",,MHPlayerSpawnPoint
,level_003,,DM_100359_EnterTrigger,"1326.5045,666.48071,51.4375",,0,ProximityTrigger
,level_003,,Start_Tirgger,"803.92554,3186.6455,93.6875",,0,ProximityTrigger
,level_003,,ProximityTrigger5,"1398.3708,681.88885,51.445602",,0,ProximityTrigger
,level_003,,Proximityarea4,"3005.7783,3380.8125,65.612228",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint26,"3005.719,3409.1223,64.625","-0.24192195,0,0,0.97029567",,MHPlayerSpawnPoint
,level_003,,MHPlayerSpawnPoint25,"1372.4303,772.96094,61.895245","0.26723835,0,0,0.9636305",,MHPlayerSpawnPoint
,level_003,,MHPlayerSpawnPoint3_0-1,"3483.304,801.72638,93.390381","0.70710683,0,0,0.70710677",,MHPlayerSpawnPoint
,level_003,,MHPlayerSpawnPoint14_7-6,"1375.0449,743.94379,61.686447","0.99813479,0,0,0.061048552",,MHPlayerSpawnPoint
,level_003,,MHPlayerSpawnPoint11_3-7,"1270.8865,686.68774,48.9375","-0.40673685,0,0,0.91354537",,MHPlayerSpawnPoint
,level_003,,ProximityTrigger4,"1365.7532,689.25922,51.445602",,0,ProximityTrigger
,level_003,,ProximityTrigger6,"1270.7546,686.31006,51.445602","0.98901588,0,0,0.14780928",0,ProximityTrigger
,level_003,,Start_Spawn_1,"1353.4174,763.63257,63.760612","0.92050487,0,0,0.39073113",0,ProximityTrigger
,level_003,,Proximityarea1,"3465.4297,804.91821,90.698341",,0,ProximityTrigger
,level_003,,100399_Region7_Trigger,"1328.985,685.12842,51.034302",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint5_5-1,"3441.4651,809.73663,86.575104","0.52249849,0,0,-0.85264021",,MHPlayerSpawnPoint
,level_003,,MHPlayerSpawnPoint13_4-7,"1398.9149,681.53186,48.94054","0.76040596,0,0,0.64944804",,MHPlayerSpawnPoint
,level_003,,Sub_Tirgger_4,"1359.0658,770.52301,62.520653",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint18_1-5,"709.32184,3145.5354,84","0.81411558,0,0,0.5807029",,MHPlayerSpawnPoint
,level_003,,Spawn_Start_11,"1328.985,685.12842,51.034302",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint_2-C,"803.98688,3179.5364,93.672218","0.52991921,0,0,-0.84804809",,MHPlayerSpawnPoint
,level_003,,Sub_Tirgger_2,"1261.0586,656.67151,49.554611",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint21,"3464.8757,804.12866,89.218628","0.81915206,0,0,0.57357645",,MHPlayerSpawnPoint
,level_003,,MHPlayerSpawnPoint29_3-2,"564.47095,2001.147,26.128981","0.8571673,0,0,-0.51503813",,MHPlayerSpawnPoint
,level_003,,Proximityarea2,"529.15991,1949.098,42.498329",,0,ProximityTrigger
,level_003,,Sub_Tirgger_3,"3018.8469,3375.5,64.471703",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint19_6-5,"641.94769,3149.2161,84.201141","0.76604444,0,0,-0.64278764",,MHPlayerSpawnPoint
,level_003,,MHPlayerSpawnPoint28_0-2,"591.87958,1995.1609,25.030617","0.77714604,0,0,0.62932032",,MHPlayerSpawnPoint
,level_003,,Proximityarea0,"821.72284,3154.2317,95.795364",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint9_3-5,"652.49524,3168.9766,83.9375","-0.25881898,0,0,0.96592581",,MHPlayerSpawnPoint
,level_003,,Sub_Tirgger_6,"574.64178,1998.0382,25.8643",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint6_1-4,"3007.7104,3436.1167,64.606903","0.11320327,0,0,0.99357182",,MHPlayerSpawnPoint
,level_003,,Proximityarea6,"1318.5535,708.78564,52.750492",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint1,"804.61816,3186.5696,93.6875","-0.14780942,0,0,0.98901588",,MHPlayerSpawnPoint
,level_003,,Sub_Tirgger_5,"508.2818,1934.4197,37.153889",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint23,"1368.9292,677.25604,48.9375","0.12186933,0,0,0.99254614",,MHPlayerSpawnPoint
,level_003,,DM_Survive_Area,"1358.0331,758.21167,63.05484",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint4_4-1,"3449.7876,800.82562,87.119308","0.99939084,0,0,-0.034899566",,MHPlayerSpawnPoint
,level_003,,Spawn_Start_10,"1328.9474,685.21344,51.03426",,0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint15_5-6,"1350.2238,787.06378,61.65625","-0.15643451,0,0,0.9876883",,MHPlayerSpawnPoint
,level_003,,MHPlayerSpawnPointC_1-C,"823.66235,3148.9219,95.743011","0.99691737,0,0,0.078459047",,MHPlayerSpawnPoint
,level_003,,MHPlayerSpawnPoint24,"1357.1073,770.07544,61.806789","0.12186933,0,0,0.99254614",,MHPlayerSpawnPoint
,level_003,,MHPlayerSpawnPoint12_6-7,"1365.9366,689.1922,48.926739","-0.10452843,0,0,0.99452192",,MHPlayerSpawnPoint
,level_003,,Spawn_Start_2,"1365.4706,688.47565,51.018875",,0,ProximityTrigger
,level_003,,Initial_Cutscene,"811.32739,3173.4707,96.031723","0.95630479,0,0,0.29237169",0,ProximityTrigger
,level_003,,MHPlayerSpawnPoint20_5-3,"501.83237,1890.0444,36.098728","0.99026805,0,0,-0.13917315",,MHPlayerSpawnPoint
,level_003,,Area6Trigger,"1357.9457,762.68414,64.059044",,0,ProximityTrigger
,level_004,,100490_A1_Trigger,"827.30579,754.00635,28.472647","0.99965733,0,0,0.026176821",0,ProximityTrigger
,level_004,,SwitchRegionPoint_3to4,"174.71451,229.18648,31.232828","-0.095845714,0,0,0.9953962",,MHPlayerSpawnPoint
,level_004,,Teach_1,"789.49286,249.92102,19.326307","0.86162919,0,0,-0.50753838",0,ProximityTrigger
,level_004,,SwitchRegionPoint_7to6,"301.12143,827.21808,19.874556","0.91354543,0,0,-0.40673667",,MHPlayerSpawnPoint
,level_004,,100465_Bug_SFX_Trigger_2,"827.2616,726.04059,19.099314",,0,ProximityTrigger
,level_004,,SwitchRegionPoint_5to9,"172.28029,263.22543,23.196121","0.9426415,0,0,0.33380687",,MHPlayerSpawnPoint
,level_004,,100465_Bug_SFX_Trigger_5,"816.91235,778.78583,19.099314",,0,ProximityTrigger
,level_004,,Teach_2,"788.15247,243.93555,34.618332","0.87881714,0,0,-0.47715876",0,ProximityTrigger
,level_004,,ProximityTrigger2,"790.95056,803.2146,20.383919",,0,ProximityTrigger
,level_004,,100465_MainArea,"834.93152,754.36835,32.495804",,0,ProximityTrigger
,level_004,,100465_Bug_SFX_Trigger_3,"874.43225,766.56628,19.099314",,0,ProximityTrigger
,level_004,,SwitchRegionPoint_1to2A,"874.52716,731.6496,18.30607","0.97236991,0,0,0.23344536",,MHPlayerSpawnPoint
,level_004,,CatHandCartPoint,"817.19434,911.99768,24.890625","0.20791167,0,0,0.97814763",,MHPlayerSpawnPoint
,level_004,,MovingBoatTrigger,"832.77588,866.37158,29.319035","0.93667215,0,0,-0.35020739",0,ProximityTrigger
,level_004,,604002_R1,"837.23065,760.42206,20.627008","0.99391609,0.034708351,0.0036479989,0.1044649",0,ProximityTrigger
,level_004,,100496_BackArea,"803.06964,890.16541,15.88166",,0,ProximityTrigger
,level_004,,MHPlayerSpawnPoint_Random2,"825.03949,740.03784,18.640598","0.96363044,0,0,0.26723838",,MHPlayerSpawnPoint
,level_004,,Trigger_MoveBoat_0to6_B,"312.08456,852.69348,25.251616",,0,ProximityTrigger
,level_004,,ProximityTrigger5,"874.40991,732.42737,20.96875",,0,ProximityTrigger
,level_004,,SwitchRegionPoint_1to0B,"791.51923,869.65192,18.291498","0.6946584,0,0,-0.71933979",,MHPlayerSpawnPoint
,level_004,,MHPlayerSpawnPoint_Random4,"299.8913,848.57318,17.921875","0.96363044,0,0,0.26723838",,MHPlayerSpawnPoint
,level_004,,100465_Bug_SFX_Trigger_6,"851.58429,785.77863,19.099314",,0,ProximityTrigger
,level_004,,SwitchRegionPoint_5to6,"269.17935,780.66974,18.816057","-0.16504768,0,0,0.98628557",,MHPlayerSpawnPoint
,level_004,,SwitchRegionPoint_1to2B,"760.10913,271.23422,18.026291","-0.44619784,0,0,0.89493436",,MHPlayerSpawnPoint
,level_004,,100491_A3_Trigger,"147.21547,310.30096,31.932758","0.98325491,0,0,0.18223546",0,ProximityTrigger
,level_004,,SwitchRegionPoint_5to11,"209.21129,193.01804,31.234375","0.84804809,0,0,0.52991927",,MHPlayerSpawnPoint
,level_004,,Enter_R3_1,"778.37946,266.46329,20.546875","0.85264015,0,0,-0.52249855",0,ProximityTrigger
,level_004,,100490_EnterTrigger,"811.95245,888.26581,20.862469",,0,ProximityTrigger
,level_004,,SwitchRegionPoint_0to1A,"858.26697,793.98651,18.33548","-0.26723832,0,0,0.96363044",,MHPlayerSpawnPoint
,level_004,,ProximityTrigger3,"802.39246,707.76709,21.259493",,0,ProximityTrigger
,level_004,,SwitchRegionPoint_3to1,"785.7926,773.21021,18.830492","-0.42261821,0,0,0.90630782",,MHPlayerSpawnPoint
,level_004,,ProximityTrigger1,"786.05853,773.13208,20.893604",,0,ProximityTrigger
,level_004,,SwitchRegionPoint_6to5,"352.36673,243.89551,31.776413","0.7253744,0,0,0.68835461",,MHPlayerSpawnPoint
,level_004,,Enter_R3_3,"800.56201,248.66977,22.307209","0.85264015,0,0,-0.52249855",0,ProximityTrigger
,level_004,,MHPlayerSpawnPoint_Random1,"781.388,253.13544,17.977707","0.96363044,0,0,0.26723838",,MHPlayerSpawnPoint
,level_004,,SwitchRegionPoint_6o7,"287.40881,782.48914,18.630293","-1.1922327e-007,0,0,1",,MHPlayerSpawnPoint
,level_004,,SwitchRegionPoint_2to1B,"802.23212,707.31598,18.761997",,,MHPlayerSpawnPoint
,level_004,,SwitchRegionPoint_6to0,"819.94098,869.32239,18.287149","0.79335338,0,0,0.60876143",,MHPlayerSpawnPoint
,level_004,,MHPlayerSpawnPoint1,"817.14575,912.03461,24.993866","0.13917305,0,0,0.99026811",,MHPlayerSpawnPoint
,level_004,,Cutscene_Trigger_1,"831.80084,753.4931,20.562351","0.9953962,0,0,0.095845737",0,ProximityTrigger
,level_004,,SwitchRegionPoint_0to6,"311.76514,853.43268,17.759256","0.19080903,0,0,0.98162717",,MHPlayerSpawnPoint
,level_004,,SwitchRegionPoint_5to15,"761.32758,242.44704,18.205709","0.79863554,0,0,-0.60181499",,MHPlayerSpawnPoint
,level_004,,SwitchRegionPoint_5to7,"139.8275,325.36725,23.328125","-0.17364822,0,0,0.98480773",,MHPlayerSpawnPoint
,level_004,,100465_Bug_SFX_Trigger_1,"815.12158,744.78149,19.099314",,0,ProximityTrigger
,level_004,,ProximityTrigger4,"858.32892,794.15723,20.700893",,0,ProximityTrigger
,level_004,,SwitchRegionPoint_1to0A,"810.30249,859.24585,18.189262","0.92718387,0,0,0.37460661",,MHPlayerSpawnPoint
,level_004,,SurviveArea,"283.13776,762.28351,20.685692","0.94832367,0,0,-0.31730467",0,ProximityTrigger
,level_004,,MHPlayerSpawnPoint_Random3,"150.69385,303.86572,23.328125","0.96363044,0,0,0.26723838",,MHPlayerSpawnPoint
,level_004,,SwitchRegionPoint_4to5,"322.9494,224.51688,32.062183","0.94832367,0,0,-0.31730464",,MHPlayerSpawnPoint
,level_004,,GuardArea1,"123.97462,303.17651,24.29281",,0,ProximityTrigger
,level_004,,SwitchRegionPoint_5to16,"798.00702,284.30011,17.980627","0.36650118,0,0,0.9304176",,MHPlayerSpawnPoint
,level_004,,100465_Bug_SFX_Trigger_4,"856.85931,762.64203,19.099314",,0,ProximityTrigger
,level_004,,SwitchRegionPoint_0to1B,"790.4071,804.47217,17.956539","-0.35836798,0,0,0.9335804",,MHPlayerSpawnPoint
,level_004,,SwitchRegionPoint_2to3,"153.64111,325.65445,23.328125","0.27563739,0,0,0.96126169",,MHPlayerSpawnPoint
,level_005,,RSTrigger_0to1_Point,"1309.7596,1189.741,71.8125","-0.28401533,0,0,0.95881969",,MHPlayerSpawnPoint
,level_005,,DM_10555_Trigger_3,"148.31163,109.41919,0.71387005",,0,ProximityTrigger
,level_005,,RSTrigger_5to7_Point,"1176.8906,2381.2996,44.576214","0.74895585,0,0,-0.66261995",,MHPlayerSpawnPoint
,level_005,,MHPlayerSpawnPointHard6,"1218.6638,2368.5229,44.114502","0.99984771,0,0,-0.017452378",,MHPlayerSpawnPoint
,level_005,,MHPlayerSpawnPointHard2,"2770.645,2715.9351,250","0.84339148,0,0,-0.53729957",,MHPlayerSpawnPoint
,level_005,,ProximityTrigger_SpawnBoss,"1214.4133,2391.4404,56.010757",,0,ProximityTrigger
,level_005,,RSTrigger_4to3_Point,"2761.2788,2761.9346,250.27919","-0.017452436,0,0,0.99984771",,MHPlayerSpawnPoint
,level_005,,DM_100555_MainArea,"523.21216,3701.1204,55.342232",,0,ProximityTrigger
,level_005,,ProximityTrigger2,"3187.4839,3053.0063,264.3577","0.95105654,0,0,0.30901688",0,ProximityTrigger
,level_005,,Spawn_Trigger,"1909.1161,3467.2261,280.72897",,0,ProximityTrigger
,level_005,,DM_10555_Trigger_1,"121.96139,173.96822,0.53603911",,0,ProximityTrigger
,level_005,,MHPlayerSpawnPoint_Revive,"521.88043,3685.7979,54.756813","0.99984771,0,0,0.017452491",,MHPlayerSpawnPoint
,level_005,,DM_10555_Trigger_5,"145.7916,152.96863,0.80289412",,0,ProximityTrigger
,level_005,,CatHandCartPoint,"518.99097,3686.1118,54.972099","0.98719728,0,0,-0.15950413",,MHPlayerSpawnPoint
,level_005,,MHPlayerSpawnPointHard1,"2874.7568,436.92203,40","0.13917305,0,0,0.99026811",,MHPlayerSpawnPoint
,level_005,,RSTrigger_3to4_Point,"3227.6355,3030.8613,261","0.78260809,0,0,0.62251472",,MHPlayerSpawnPoint
,level_005,,LeoNeedHelp_Trigger3,"1177.5172,2382.9275,47.218391","0.9925462,0,0,0.12186912",0,ProximityTrigger
,level_005,,RSTrigger_3to2_Point,"2873.9844,446.03299,40","0.034899518,0,0,0.99939084",,MHPlayerSpawnPoint
,level_005,,RSTrigger_6to0_Point,"519.92291,3684.5154,55.065681","0.99904823,-0,0,-0.043619443",,MHPlayerSpawnPoint
,level_005,,RSTrigger_2to1_Point,"1377.0297,1134.1617,72.646194","0.809017,0,0,0.58778524",,MHPlayerSpawnPoint
,level_005,,RegionTrigger_R4,"3198.8096,3041.5867,262.02042",,0,ProximityTrigger
,level_005,,LeoNeedHelp_Trigger2,"1916.4208,3516.3398,279.25","0.99939084,0,0,-0.034899551",0,ProximityTrigger
,level_005,,LeoNeedHelp_Trigger4,"1228.5968,2351.8528,48.117714","0.97437012,0,0,0.22495094",0,ProximityTrigger
,level_005,,RSTrigger_0to6_Point,"139.50124,175.97272,0.17131305","0.33380693,0,0,0.94264144",,MHPlayerSpawnPoint
,level_005,,RSTrigger_7to5_Point,"1916.3949,3517.0205,277","0.095845737,0,0,0.9953962",,MHPlayerSpawnPoint
,level_005,,MHPlayerSpawnPointHard3,"3191.3792,3078.5369,261","-0.087155722,0,0,0.99619472",,MHPlayerSpawnPoint
,level_005,,RSTrigger_6to4_Point,"3210.0957,2997.4827,261.41125","0.9636305,0,0,0.26723823",,MHPlayerSpawnPoint
,level_005,,RSTrigger_7to2_Point,"2913.8567,418.87146,40","0.55919284,0,0,0.82903761",,MHPlayerSpawnPoint
,level_005,,LeoNeedHelp_Trigger1,"1923.3087,3422.3936,276.87344","0.99619466,0,0,-0.087155975",0,ProximityTrigger
,level_005,,RSTrigger_6to1_Point,"1363.2963,1185.6974,72.034843","0.58070296,0,0,0.81411552",,MHPlayerSpawnPoint
,level_005,,RSTrigger_1to6_Point,"129.98709,96.812241,0.23676407","0.99026811,0,0,0.13917306",,MHPlayerSpawnPoint
,level_005,,DM_10555_Trigger_2,"126.11137,135.30006,0.25804687",,0,ProximityTrigger
,level_005,,RegionTrigger_R5,"1918.0406,3473.2249,276.91638",,0,ProximityTrigger
,level_005,,QuestEnd_Trigger1,"519.92035,3718.8389,59.039261","0.98901588,0,0,-0.14780952",0,ProximityTrigger
,level_005,,DM_10555_Trigger_6,"114.23397,110.11535,1.0344439",,0,ProximityTrigger
,level_005,,LeoNeedHelp_Trigger5,"1227.1204,2432.5674,46.2001","0.88294768,0,0,0.46947145",0,ProximityTrigger
,level_005,,605003_Area2_Trigger,"2888.0276,417.18579,42.5",,0,ProximityTrigger
,level_005,,RSTrigger_2to3_Point,"2738.2478,2709.0039,250","0.70710683,0,0,-0.70710677",,MHPlayerSpawnPoint
,level_005,,RSTrigger_2to7_Point,"1227.2781,2432.5891,44.007706","0.31730458,0,0,0.94832373",,MHPlayerSpawnPoint
,level_005,,ProximityTrigger_FindLeo,"1913.8929,3469.6367,293.32883",,0,ProximityTrigger
,level_005,,MHPlayerSpawnPoint,"519.17975,3721.0679,57.903816","0.017452529,0,0,0.99984771",,MHPlayerSpawnPoint
,level_005,,MHPlayerSpawnPointHard5,"129.13354,161.51294,0.03125","-0.095845915,0,0,0.9953962",,MHPlayerSpawnPoint
,level_005,,RSTrigger_7to3_Point,"2843.636,2748.5308,250.27919","0.40673661,0,0,0.91354543",,MHPlayerSpawnPoint
,level_005,,RegionTrigger_R7,"1206.949,2385.5117,45.257362",,0,ProximityTrigger
,level_005,,MHPlayerSpawnPointHard4,"1918.6072,3435.1213,276.80862","0.98901588,0,0,0.14780945",,MHPlayerSpawnPoint
,level_005,,RSTrigger_1to2_Point,"2848.7009,409.98984,40","0.83388585,0,0,-0.55193698",,MHPlayerSpawnPoint
,level_005,,ProximityTrigger3,"2799.3982,2725.7676,252.5",,0,ProximityTrigger
,level_005,,RSTrigger_3to7_Point,"1228.5498,2351.8962,44.348316","0.97814757,0,0,0.20791185",,MHPlayerSpawnPoint
,level_005,,RSTrigger_4to5_Point,"1922.4762,3419.8813,276.95563","0.99862951,0,0,-0.052336004",,MHPlayerSpawnPoint
,level_005,,RSTrigger_1to0_Point,"532.89941,3698.2969,55.024269","0.66913056,0,0,0.74314487",,MHPlayerSpawnPoint
,level_005,,DM_10555_Trigger_4,"105.93496,158.8512,1.1531851",,0,ProximityTrigger
,level_005,,RSTrigger_5to4_Point,"3223.4114,3087.9473,261.056","0.61566144,0,0,0.78801078",,MHPlayerSpawnPoint
,level_005,,RSTrigger_4to6_Point,"168.7113,130.08875,8.5877838","0.70710677,0,0,0.70710677",,MHPlayerSpawnPoint
,level_005_airship,,RSTrigger_1to2_Point,"3.1471591,5.7771654,42.847664","0.006730142,0,0,0.99997735",,MHPlayerSpawnPoint
,level_005_airship,,TeleportDetach_Trigger61,"806.61572,1262.7378,150.33621","0.70710683,0,0,-0.70710677",0,ProximityTrigger
,level_005_airship,,PlayerSpawner_Revive,"545.65961,3806.8401,5.4432092","0.6946584,0,0,-0.71933979",,MHPlayerSpawnPoint
,level_005_airship,,Cabin_Trigger1,"555.96729,3803.0042,6.3126564","0.99939084,0,0,-0.034899496",0,ProximityTrigger
,level_005_airship,,Camp_Trigger1,"511.72702,3686.571,55.005127","0.98628563,0,0,0.16504747",0,ProximityTrigger
,level_005_airship,,Island02_Trigger3,"628.73383,1208.1987,67.359627","0.91354567,0,0,0.40673622",0,ProximityTrigger
,level_005_airship,,Island06_Trigger1,"814.6485,1257.7626,152.43111","0.70090938,0,0,0.71325034",0,ProximityTrigger
,level_005_airship,,TeleportDetach_Trigger62,"966.974,1193.2112,150.71588","0.99813479,0,0,0.061048552",0,ProximityTrigger
,level_005_airship,,Island03_Trigger2,"473.43436,1172.642,69.653046","0.92718399,0,0,-0.37460634",0,ProximityTrigger
,level_005_airship,,TeleportDetach_Trigger2,"684.95581,1188.5084,65.100845","0.82412624,0,0,0.56640619",0,ProximityTrigger
,level_005_airship,,Island04_Trigger1,"623.48163,1069.3685,95.151955","0.79863548,0,0,0.60181504",0,ProximityTrigger
,level_005_airship,,TeleportDetach_Trigger9,"1620.1179,949.08496,120.43037","0.061048593,0,0,0.99813479",0,ProximityTrigger
,level_005_airship,,RSTrigger_0to1_Point,"542.96033,3807.1331,5.5704336","0.68835443,0,0,-0.72537452",,MHPlayerSpawnPoint
,level_005_airship,,TeleportDetach_Trigger72,"1061.4327,972.50714,130.43047","0.8949343,0,0,-0.44619793",0,ProximityTrigger
,level_005_airship,,Island01_Trigger1,"581.30841,1421.3196,74.471024","0.9636305,0,0,0.26723835",0,ProximityTrigger
,level_005_airship,,PlayerSpawner_Start,"517.20862,3714.9548,57.32053","-0.043619618,0,0,0.99904817",,MHPlayerSpawnPoint
,level_005_airship,,Island02_Trigger2,"639.24347,1196.5928,67.490288","0.47715861,0,0,0.8788172",0,ProximityTrigger
,level_005_airship,,AttachTrigger_Deck,"3.1471591,5.7771654,43.935036","0.006730142,0,0,0.99997735",0,ProximityTrigger
